종목코드,종목명,종가,대비,등락률,상장시가총액
141080,리가켐바이오,83700.0,-1000.0,-1.18,3098525.0
145020,휴젤,235500.0,3500.0,1.51,2947323.0
298380,에이비엘바이오,59300.0,-5600.0,-8.63,3320057.0
319660,피에스케이,118300.0,2200.0,1.89,3426762.0
192820,코스맥스,273000.0,-3000.0,-1.09,3098416.0
139130,iM금융지주,18300.0,-450.0,-2.4,2898050.0
009420,한올바이오파마,48600.0,-700.0,-1.42,2538895.0
282330,BGF리테일,141800.0,-4100.0,-2.81,2450858.0
302440,SK바이오사이언스,36750.0,-1050.0,-2.78,2883278.0
383220,F&F,67300.0,700.0,1.05,2578066.0
450080,에코프로머티,36000.0,1300.0,3.75,2549299.0
011170,롯데케미칼,64400.0,-1000.0,-1.53,2754737.0
017800,현대엘리베이터,73100.0,-1700.0,-2.27,2857653.0
085620,미래에셋생명,19280.0,-420.0,-2.13,2606270.0
097950,CJ제일제당,178200.0,-2800.0,-1.55,2682656.0
064760,티씨케이,259500.0,-1500.0,-0.57,2901058.0
095610,테스,129700.0,-2300.0,-1.74,2510992.0
226950,올릭스,108300.0,8200.0,8.19,2463883.0
257720,실리콘투,43650.0,-1200.0,-2.68,2862403.0
310210,보로노이,141500.0,-3900.0,-2.68,2621082.0
357780,솔브레인,325000.0,-2500.0,-0.76,2528034.0
001720,신영증권,146200.0,-800.0,-0.54,2403528.0
003690,코리안리,15020.0,-160.0,-1.05,2654350.0
004370,농심,408500.0,-8500.0,-2.04,2484759.0
004990,롯데지주,24950.0,-400.0,-1.58,2486611.0
007340,DN오토모티브,45600.0,-750.0,-1.62,2668095.0
251270,넷마블,35150.0,-250.0,-0.71,2923019.0
005290,동진쎄미켐,39700.0,150.0,0.38,2023514.0
030530,원익홀딩스,25050.0,3150.0,14.38,1934811.0
032820,우리기술,13210.0,-640.0,-4.62,2282485.0
041510,에스엠,87500.0,-500.0,-0.57,2003285.0
058610,에스피지,102800.0,12100.0,13.34,2279833.0
067310,하나마이크론,33550.0,100.0,0.3,2230769.0
080220,제주반도체,68800.0,-1700.0,-2.41,2369667.0
083650,비에이치아이,65200.0,600.0,0.93,2017573.0
098460,고영,27500.0,400.0,1.48,1875616.0
178320,서진시스템,35600.0,700.0,2.01,2268556.0
214150,클래시스,31600.0,-150.0,-0.47,2061447.0
214370,케어젠,41350.0,350.0,0.85,2221115.0
237690,에스티팜,89500.0,700.0,0.79,1868459.0
263750,펄어비스,35700.0,1100.0,3.18,2243528.0
319400,현대무벡스,21450.0,600.0,2.88,2389016.0
347850,디앤디파마텍,46650.0,600.0,1.3,2138324.0
000240,한국앤컴퍼니,24200.0,-700.0,-2.81,2297433.0
002790,아모레퍼시픽홀딩스,26300.0,-200.0,-0.75,2010850.0
005850,에스엘,50700.0,-100.0,-0.2,2354940.0
007070,GS리테일,24450.0,-1450.0,-5.6,2044201.0
009970,영원무역홀딩스,168500.0,-2600.0,-1.52,2182718.0
014680,한솔케미칼,203000.0,5000.0,2.53,2191189.0
018670,SK가스,240000.0,-12000.0,-4.76,2224619.0
020150,롯데에너지머티리얼즈,40100.0,1800.0,4.7,2099855.0
030000,제일기획,18790.0,-160.0,-0.84,2161625.0
051600,한전KPS,47600.0,200.0,0.42,2142000.0
069960,현대백화점,98200.0,-1000.0,-1.01,2117674.0
073240,금호타이어,7080.0,-30.0,-0.42,2033803.0
081660,미스토홀딩스,39100.0,-800.0,-2.01,2075891.0
103140,풍산,76100.0,-2300.0,-2.93,2132648.0
112610,씨에스윈드,53000.0,400.0,0.76,2235084.0
139480,이마트,74200.0,-800.0,-1.07,2047610.0
204320,HL만도,48600.0,100.0,0.21,2282116.0
457190,이수스페셜티케미컬,65000.0,2000.0,3.17,1964227.0
483650,달바글로벌,163100.0,-4500.0,-2.68,2042977.0
489790,한화비전,44450.0,-250.0,-0.56,2244209.0
007390,네이처셀,24850.0,-500.0,-1.97,1601211.0
475150,SK이터닉스,49900.0,-300.0,-0.6,1699943.0
036540,SFA반도체,8600.0,1070.0,14.21,1414359.0
060370,LS마린솔루션,32450.0,50.0,0.15,1695151.0
068760,셀트리온제약,39250.0,-150.0,-0.38,1742792.0
078600,대주전자재료,86600.0,3700.0,4.46,1359978.0
089030,테크윙,44100.0,700.0,1.61,1634066.0
096530,씨젠,32250.0,300.0,0.94,1507184.0
131970,두산테스나,74400.0,-9000.0,-10.79,1437947.0
140860,파크시스템스,254500.0,4000.0,1.6,1782128.0
183300,코미코,25950.0,-850.0,-3.17,1332877.0
323280,태성,44400.0,-650.0,-1.44,1355886.0
437730,삼현,52700.0,12100.0,29.8,1670989.0
000120,CJ대한통운,71700.0,-1300.0,-1.78,1635645.0
001430,세아베스틸지주,43250.0,2300.0,5.62,1551037.0
001800,오리온홀딩스,24450.0,-800.0,-3.17,1470830.0
005070,코스모신소재,41250.0,2000.0,5.1,1370101.0
006040,동원산업,36650.0,-1200.0,-3.17,1617761.0
006280,녹십자,124900.0,-1700.0,-1.34,1459649.0
008770,호텔신라,40800.0,-800.0,-1.92,1601323.0
011210,현대위아,55900.0,-1000.0,-1.76,1520205.0
071970,HD현대마린엔진,49750.0,-2750.0,-5.24,1687594.0
097230,HJ중공업,15170.0,-590.0,-3.74,1369780.0
120110,코오롱인더,53700.0,-1600.0,-2.89,1608102.0
229640,LS에코에너지,49850.0,1700.0,3.53,1526650.0
298020,효성티앤씨,325000.0,-9500.0,-2.84,1406497.0
322000,HD현대에너지솔루션,123400.0,-3800.0,-2.99,1382080.0
439260,대한조선,46000.0,-1050.0,-2.23,1752082.0
035900,JYP Ent.,39150.0,-350.0,-0.89,1391097.0
003380,하림지주,11240.0,-190.0,-1.66,1258943.0
285130,SK케미칼,54200.0,500.0,0.93,937593.0
036830,솔브레인홀딩스,41650.0,550.0,1.34,853991.0
039200,오스코텍,34600.0,0.0,0.0,1323733.0
043260,성호전자,16810.0,-330.0,-1.93,1234418.0
065350,신성델타테크,31200.0,1100.0,3.65,857499.0
082920,비츠로셀,26700.0,-1000.0,-3.61,1205224.0
100790,미래에셋벤처투자,16020.0,160.0,1.01,850992.0
101490,에스앤에스텍,39600.0,0.0,0.0,844861.0
115180,큐리언트,21850.0,-250.0,-1.13,820121.0
122870,와이지엔터테인먼트,44600.0,-350.0,-0.78,833621.0
166090,하나머티리얼즈,52500.0,1600.0,3.14,1038328.0
195940,HK이노엔,39450.0,-200.0,-0.5,1117614.0
218410,RFHIC,49350.0,-250.0,-0.5,1311498.0
232140,와이씨,11680.0,280.0,2.46,958290.0
290650,엘앤씨바이오,47150.0,1150.0,2.5,1271622.0
293490,카카오게임즈,9880.0,220.0,2.28,1054643.0
347700,스피어,20000.0,170.0,0.86,1031027.0
388720,유일로보틱스,69500.0,2800.0,4.2,818803.0
417200,LS머트리얼즈,12200.0,970.0,8.64,825362.0
445680,큐리옥스바이오시스템즈,49100.0,1500.0,3.15,845084.0
458870,씨어스,23500.0,-300.0,-1.26,901116.0
475830,오름테라퓨틱,50500.0,550.0,1.1,1096839.0
000080,하이트진로,15120.0,-220.0,-1.43,1060420.0
000210,DL,53500.0,-300.0,-0.56,1121140.0
000670,영풍,50500.0,550.0,1.1,929739.0
003240,태광산업,907000.0,1000.0,0.11,1009854.0
003530,한화투자증권,4745.0,-65.0,-1.35,1018029.0
003540,대신증권,27000.0,-500.0,-1.82,1286985.0
004000,롯데정밀화학,45400.0,-700.0,-1.52,1171320.0
005300,롯데칠성,96300.0,-900.0,-0.93,893557.0
006120,SK디스커버리,56900.0,-600.0,-1.04,990842.0
007810,코리아써키트,49500.0,-250.0,-0.5,1187140.0
017960,한국카본,21150.0,-650.0,-2.98,1092958.0
032350,롯데관광개발,11680.0,-280.0,-2.34,931193.0
034230,파라다이스,9880.0,-200.0,-1.98,915178.0
069620,대웅제약,109800.0,-1300.0,-1.17,1272206.0
077970,STX엔진,23150.0,-900.0,-3.74,929428.0
035760,CJ ENM,38000.0,1100.0,2.98,833308.0
038500,삼표시멘트,6790.0,-120.0,-1.74,732752.0
298050,HS효성첨단소재,168000.0,-3300.0,-1.93,752631.0
085660,차바이오텍,7950.0,10.0,0.13,739134.0
090710,휴림로봇,6140.0,170.0,2.85,734092.0
099320,쎄트렉아이,72200.0,1400.0,1.98,790682.0
137400,피엔티,29550.0,550.0,1.9,700061.0
161580,필옵틱스,31000.0,-200.0,-0.64,726710.0
174900,앱클론,20700.0,450.0,2.22,413009.0
213420,덕산네오룩스,30750.0,-50.0,-0.16,763559.0
253450,스튜디오드래곤,21950.0,250.0,1.15,659784.0
281740,레이크머티리얼즈,10880.0,400.0,3.82,715148.0
328130,루닛,8530.0,-30.0,-0.35,635128.0
348370,엔켐,20500.0,400.0,1.99,449175.0
358570,지아이이노베이션,9150.0,780.0,9.32,590321.0
376900,로킷헬스케어,29900.0,0.0,0.0,520538.0
397030,에이프릴바이오,17180.0,330.0,1.96,473460.0
456160,지투지바이오,34500.0,2900.0,9.18,573715.0
466100,클로봇,23050.0,550.0,2.44,713484.0
0220W0,한화머시너리앤서비스홀딩스,7070.0,280.0,4.12,597525.0
075580,세진중공업,10110.0,-290.0,-2.79,574748.0
100090,SK오션플랜트,12150.0,-170.0,-1.38,759109.0
249420,일동제약,14900.0,-90.0,-0.6,471410.0
082270,젬백스,10370.0,90.0,0.88,459072.0
